ID,type,area,length,elevation,pos_x,pos_y,footprint
116,building,144.11999999981606,53.48131463125346,8.05,724441.6724692393,6181606.751114813,"[(724449.0800000008, 6181616.2), (724445.0800000008, 6181611.4), (724436.0800000008, 6181612.600000001), (724434.2800000007, 6181603.600000001), (724440.4800000008, 6181599.800000001), (724446.6800000007, 6181601.0), (724449.0800000008, 6181616.2)]"
117,building,2406.6399999799232,207.79190221789477,12.41,724819.0893230957,6181596.537128943,"[(724832.8800000008, 6181626.0), (724786.8800000008, 6181611.2), (724802.2800000007, 6181567.800000001), (724807.0800000008, 6181570.800000001), (724812.6800000007, 6181564.0), (724856.2800000007, 6181595.800000001), (724846.8800000008, 6181609.0), (724839.0800000008, 6181606.4), (724832.8800000008, 6181626.0)]"
118,building,5084.82000002183,369.0930299954755,21.05,724579.4258083741,6181581.607206549,"[(724555.4800000008, 6181629.600000001), (724548.8800000008, 6181576.0), (724553.6800000007, 6181574.800000001), (724553.2800000007, 6181568.2), (724545.2800000007, 6181562.0), (724544.8800000008, 6181557.800000001), (724557.6800000007, 6181544.0), (724551.8800000008, 6181541.800000001), (724556.0800000008, 6181530.0), (724621.6800000007, 6181551.2), (724617.6800000007, 6181563.0), (724601.0800000008, 6181557.800000001), (724599.6800000007, 6181560.600000001), (724603.6800000007, 6181564.600000001), (724599.0800000008, 6181565.0), (724599.4800000008, 6181569.0), (724604.4800000008, 6181568.600000001), (724606.6800000007, 6181577.2), (724611.0800000008, 6181622.600000001), (724587.0800000008, 6181625.600000001), (724586.4800000008, 6181626.800000001), (724588.8800000008, 6181626.0), (724591.2800000007, 6181626.600000001), (724591.6800000007, 6181628.0), (724583.2800000007, 6181628.800000001), (724586.2800000007, 6181627.0), (724585.6800000007, 6181625.600000001), (724555.4800000008, 6181629.600000001)]"
119,building,112.74000000424218,46.11389375206906,4.83,724435.6634072505,6181627.082845485,"[(724435.2800000007, 6181632.800000001), (724427.0800000008, 6181629.4), (724429.6800000007, 6181629.4), (724430.4800000008, 6181621.2), (724443.4800000008, 6181624.2), (724440.4800000008, 6181631.2), (724435.2800000007, 6181632.800000001)]"
120,building,670.2800000005797,159.22349083822706,1.9100000000000001,724971.6497479666,6181615.196093174,"[(724986.4800000008, 6181634.4), (724975.8800000008, 6181624.0), (724973.0800000008, 6181624.4), (724975.4800000008, 6181627.2), (724971.2800000007, 6181624.4), (724973.8800000008, 6181622.2), (724968.6800000007, 6181620.800000001), (724969.4800000008, 6181618.800000001), (724959.4800000008, 6181616.0), (724959.6800000007, 6181610.4), (724954.2800000007, 6181611.4), (724949.2800000007, 6181608.600000001), (724950.6800000007, 6181605.600000001), (724944.4800000008, 6181604.600000001), (724951.8800000008, 6181594.2), (724998.2800000007, 6181626.4), (724993.0800000008, 6181634.0), (724986.4800000008, 6181634.4)]"
121,building,647.2199999944144,144.8869778533224,14.479999999999999,724883.976259902,6181625.382349124,"[(724900.8800000008, 6181647.2), (724899.4800000008, 6181642.600000001), (724891.4800000008, 6181639.4), (724893.4800000008, 6181639.2), (724893.0800000008, 6181637.800000001), (724875.6800000007, 6181628.4), (724878.0800000008, 6181627.4), (724874.6800000007, 6181624.0), (724858.0800000008, 6181616.0), (724864.4800000008, 6181604.2), (724908.6800000007, 6181635.800000001), (724907.6800000007, 6181641.4), (724900.8800000008, 6181647.2)]"
122,building,467.1599999974109,110.56044874212708,5.710000000000001,724474.1220926456,6181626.5525244735,"[(724467.4800000008, 6181648.2), (724469.6800000007, 6181644.800000001), (724471.0800000008, 6181645.600000001), (724471.0800000008, 6181641.2), (724464.8800000008, 6181608.2), (724476.6800000007, 6181606.0), (724483.2800000007, 6181644.0), (724467.4800000008, 6181648.2)]"
123,building,170.03999999221648,61.27671540106654,7.800000000000001,724439.8627569991,6181646.492009723,"[(724447.0800000008, 6181653.0), (724430.2800000007, 6181651.0), (724430.6800000007, 6181647.0), (724434.4800000008, 6181646.800000001), (724435.2800000007, 6181638.600000001), (724444.6800000007, 6181639.2), (724443.8800000008, 6181645.800000001), (724449.2800000007, 6181646.600000001), (724447.0800000008, 6181653.0)]"
124,building,26.159999998412093,26.540427026634244,1.7300000000000004,724455.8283180437,6181654.443425074,"[(724453.4800000008, 6181659.4), (724451.8800000008, 6181656.800000001), (724454.6800000007, 6181651.600000001), (724459.8800000008, 6181652.600000001), (724459.6800000007, 6181655.4), (724454.2800000007, 6181655.4), (724453.4800000008, 6181659.4)]"
125,building,2361.3799999981584,190.83853789972352,14.990000000000002,724653.1690829382,6181639.2154186675,"[(724648.4800000008, 6181664.0), (724633.8800000008, 6181659.4), (724623.6800000007, 6181649.4), (724618.8800000008, 6181638.2), (724618.2800000007, 6181633.0), (724621.8800000008, 6181630.4), (724620.0800000008, 6181625.600000001), (724682.4800000008, 6181615.2), (724685.0800000008, 6181635.0), (724679.4800000008, 6181649.600000001), (724666.6800000007, 6181660.600000001), (724648.4800000008, 6181664.0)]"
126,building,995.6999999880559,206.9081637489992,10.98,724730.6465655661,6181630.654301498,"[(724739.2800000007, 6181665.600000001), (724728.4800000008, 6181661.2), (724738.2800000007, 6181633.800000001), (724741.8800000008, 6181631.4), (724697.4800000008, 6181617.0), (724700.4800000008, 6181606.2), (724754.0800000008, 6181623.600000001), (724750.6800000007, 6181633.2), (724747.2800000007, 6181634.0), (724749.2800000007, 6181637.0), (724739.2800000007, 6181665.600000001)]"
127,building,65.92000000131782,38.2595947874766,5.819999999999999,724722.6540089005,6181659.251092234,"[(724719.0800000008, 6181666.4), (724716.2800000007, 6181663.0), (724725.6800000007, 6181652.4), (724729.2800000007, 6181655.4), (724719.0800000008, 6181666.4)]"
128,building,127.26000000103144,50.4552716189444,8.209999999999999,724437.2446497988,6181664.159013044,"[(724438.8800000008, 6181670.2), (724432.4800000008, 6181668.4), (724432.2800000007, 6181665.800000001), (724430.2800000007, 6181667.600000001), (724431.0800000008, 6181659.0), (724429.8800000008, 6181658.800000001), (724429.8800000008, 6181658.4), (724444.2800000007, 6181660.0), (724442.4800000008, 6181670.0), (724438.8800000008, 6181670.2)]"
129,building,37.8400000008312,25.18751326217842,0.9899999999999993,724725.6800000007,6181666.9,"[(724724.8800000008, 6181671.4), (724721.2800000007, 6181668.0), (724726.4800000008, 6181662.4), (724730.0800000008, 6181665.800000001), (724724.8800000008, 6181671.4)]"
130,building,1444.5800000122795,288.6554182150235,12.970000000000002,724804.2318106774,6181653.419964282,"[(724770.2800000007, 6181675.0), (724767.4800000008, 6181671.0), (724780.6800000007, 6181632.4), (724856.2800000007, 6181657.0), (724855.8800000008, 6181663.2), (724844.4800000008, 6181661.600000001), (724842.6800000007, 6181665.600000001), (724804.8800000008, 6181653.4), (724807.6800000007, 6181666.600000001), (724797.2800000007, 6181667.800000001), (724795.6800000007, 6181657.2), (724804.4800000008, 6181654.4), (724797.2800000007, 6181655.2), (724795.8800000008, 6181650.4), (724788.6800000007, 6181647.0), (724780.2800000007, 6181673.0), (724770.2800000007, 6181675.0)]"
131,building,46.279999998612325,32.40638727038774,4.109999999999999,724447.8499510235,6181673.232209738,"[(724444.2800000007, 6181677.4), (724445.0800000008, 6181669.2), (724450.8800000008, 6181669.800000001), (724450.8800000008, 6181674.4), (724454.2800000007, 6181675.0), (724444.2800000007, 6181677.4)]"
